REPORT_ID,UND_UNIT_NUMBER,CASUALTY_NUMBER,Casualty Type,Sex_x,AGE,Position In Veh,Thrown Out,Injury Extent,Seat Belt,Unit Type,Licence Type,Unit Movement,Number Occupants,Stats Area,Total Units,Total Cas,Day,Time,Area Speed,Position Type,Horizontal Align,Vertical Align,Moisture Cond,Weather Cond,DayNight,Crash Type,Traffic Ctrls
2018-10838-15/08/2019,1,1,Driver,Male,023,Driver,Not Thrown Out,By Private,Fitted - Worn,Motor Cars - Sedan,Full,Stopped on Carriageway,2.0,2 Metropolitan,2,2,Tuesday,09:10 pm,60,Cross Road,Straight road,Level,Wet,Raining,Night,Rear End,Traffic Signals
2018-10838-15/08/2019,1,2,Passenger,Female,022,Front Seat Left Passenger,Not Thrown Out,By Private,Fitted - Worn,Motor Cars - Sedan,Full,Stopped on Carriageway,2.0,2 Metropolitan,2,2,Tuesday,09:10 pm,60,Cross Road,Straight road,Level,Wet,Raining,Night,Rear End,Traffic Signals
2018-10840-15/08/2019,1,1,Driver,Male,058,Driver,Not Thrown Out,Treated at Hospital,Fitted - Unknown if Worn,Utility,Full,Straight Ahead,2.0,3 Country,2,2,Wednesday,05:30 pm,100,Not Divided,Straight road,Level,Dry,Not Raining,Daylight,Hit Animal,No Control
2018-10840-15/08/2019,1,2,Passenger,Male,017,Front Seat Left Passenger,Not Thrown Out,Treated at Hospital,Fitted - Unknown if Worn,Utility,Full,Straight Ahead,2.0,3 Country,2,2,Wednesday,05:30 pm,100,Not Divided,Straight road,Level,Dry,Not Raining,Daylight,Hit Animal,No Control
2018-10842-15/08/2019,1,1,Driver,Female,037,Driver,Not Thrown Out,Admitted to Hospital,Fitted - Worn,Station Wagon,Full,Straight Ahead,1.0,2 Metropolitan,2,1,Wednesday,08:20 pm,90,Not Divided,Straight road,Level,Wet,Unknown,Night,Right Angle,No Control
2018-10843-15/08/2019,2,1,Pedestrian,Male,045,,,Treated at Hospital,,Pedestrian on Road,,Crossing with Traffic Signals,,1 City,2,1,Wednesday,10:15 pm,50,Cross Road,Straight road,Level,Wet,Raining,Night,Hit Pedestrian,Traffic Signals
2018-10845-15/08/2019,1,1,Rider,Male,026,Rider of Motorcycle,Not Thrown Out,Treated at Hospital,,Motor Cycle,Full,Straight Ahead,1.0,2 Metropolitan,2,1,Wednesday,11:12 pm,60,T-Junction,Straight road,Level,Wet,Raining,Night,Right Turn,No Control
2018-10849-15/08/2019,2,1,Driver,Female,088,Driver,Not Thrown Out,Treated at Hospital,Fitted - Worn,Motor Cars - Sedan,Full,Right Turn,1.0,2 Metropolitan,2,1,Wednesday,11:53 am,60,T-Junction,"CURVED, VIEW OPEN",Slope,Wet,Not Raining,Daylight,Right Angle,Give Way Sign
2018-10854-15/08/2019,1,1,Driver,Male,027,Driver,Not Thrown Out,By Private,Fitted - Worn,Utility,Full,Stopped on Carriageway,1.0,2 Metropolitan,2,1,Thursday,07:30 am,60,Cross Road,Straight road,Level,Wet,Raining,Daylight,Rear End,Traffic Signals
2018-10858-15/08/2019,1,1,Driver,Female,038,Driver,Not Thrown Out,By Private,Fitted - Worn,Motor Cars - Sedan,Full,Straight Ahead,2.0,2 Metropolitan,2,2,Wednesday,12:00 pm,60,Not Divided,Straight road,Level,Wet,Raining,Daylight,Rear End,No Control
2018-10858-15/08/2019,2,1,Driver,Female,065,Driver,Not Thrown Out,By Private,Fitted - Worn,Motor Cars - Sedan,Full,Stopped on Carriageway,1.0,2 Metropolitan,2,2,Wednesday,12:00 pm,60,Not Divided,Straight road,Level,Wet,Raining,Daylight,Rear End,No Control
2018-10860-15/08/2019,1,1,Driver,Female,XXX,Driver,Not Thrown Out,Treated at Hospital,Fitted - Worn,Station Wagon,Full,Stopped on Carriageway,2.0,2 Metropolitan,2,1,Tuesday,02:45 pm,60,T-Junction,Straight road,Level,Wet,Raining,Daylight,Rear End,Traffic Signals
2018-10861-15/08/2019,1,1,Driver,Male,090,Driver,Not Thrown Out,Treated at Hospital,Fitted - Worn,Motor Cars - Sedan,Full,Straight Ahead,1.0,2 Metropolitan,2,1,Thursday,08:50 am,60,T-Junction,Straight road,Level,Wet,Raining,Daylight,Right Angle,No Control
2018-10864-15/08/2019,1,1,Driver,Female,030,Driver,Not Thrown Out,Treated at Hospital,Fitted - Worn,Motor Cars - Sedan,Provisional 2,Straight Ahead,1.0,3 Country,2,1,Thursday,10:00 am,80,Not Divided,"CURVED, VIEW OBSCURED",Level,Wet,Raining,Daylight,Hit Fixed Object,No Control
2018-10865-15/08/2019,1,1,Driver,Male,069,Driver,Not Thrown Out,By Private,Fitted - Worn,Motor Cars - Sedan,Full,Stopped on Carriageway,1.0,2 Metropolitan,2,1,Wednesday,01:05 pm,60,Cross Road,Straight road,Level,Dry,Not Raining,Daylight,Rear End,Traffic Signals
2018-10868-15/08/2019,2,1,Rider,Male,013,,,Treated at Hospital,,Pedal Cycle,,Straight Ahead,1.0,2 Metropolitan,2,1,Thursday,08:40 am,60,T-Junction,Straight road,Slope,Wet,Raining,Daylight,Right Angle,No Control
2018-10869-15/08/2019,1,1,Rider,Male,055,Rider of Motorcycle,Thrown Out,Admitted to Hospital,,Motor Cycle,Full,Straight Ahead,1.0,3 Country,1,1,Thursday,10:00 am,100,Not Divided,"CURVED, VIEW OBSCURED",Slope,Dry,Not Raining,Daylight,Roll Over,No Control
2018-10873-15/08/2019,1,1,Driver,Female,032,Driver,Not Thrown Out,Treated at Hospital,Fitted - Worn,Motor Cars - Sedan,Full,Straight Ahead,2.0,3 Country,2,2,Tuesday,02:00 pm,80,T-Junction,Straight road,Level,Dry,Not Raining,Daylight,Right Angle,No Control
2018-10873-15/08/2019,2,1,Driver,Female,072,Driver,Not Thrown Out,Treated at Hospital,Fitted - Worn,Motor Cars - Sedan,Full,Right Turn,1.0,3 Country,2,2,Tuesday,02:00 pm,80,T-Junction,Straight road,Level,Dry,Not Raining,Daylight,Right Angle,No Control
2018-10874-15/08/2019,1,1,Driver,Female,027,Driver,Not Thrown Out,By Private,Fitted - Worn,Motor Cars - Sedan,Full,Right Turn,1.0,2 Metropolitan,2,1,Thursday,08:00 am,60,Cross Road,Straight road,Level,Wet,Raining,Daylight,Right Turn,Traffic Signals
2018-10875-15/08/2019,2,1,Driver,Female,065,Driver,Not Thrown Out,By Private,Fitted - Worn,Station Wagon,Full,Straight Ahead,1.0,2 Metropolitan,2,1,Thursday,01:30 pm,80,Cross Road,Straight road,Slope,Dry,Not Raining,Daylight,Side Swipe,Traffic Signals
2018-10879-15/08/2019,2,1,Driver,Male,027,Driver,Not Thrown Out,Treated at Hospital,Fitted - Worn,Station Wagon,Full,Straight Ahead,1.0,2 Metropolitan,2,1,Thursday,04:00 pm,50,Not Divided,Straight road,Level,Dry,Not Raining,Daylight,Hit Parked Vehicle,No Control
2018-10880-15/08/2019,2,1,Pedestrian,Male,007,,,Treated at Hospital,,Pedestrian on Road,,Crossing without Control,,2 Metropolitan,2,1,Thursday,06:22 pm,50,Not Divided,Straight road,Level,Dry,Not Raining,Daylight,Hit Pedestrian,No Control
2018-10881-15/08/2019,1,1,Driver,Female,030,Driver,Not Thrown Out,Treated at Hospital,Fitted - Worn,Station Wagon,Full,Stopped on Carriageway,1.0,2 Metropolitan,2,1,Thursday,02:00 pm,50,Not Divided,Straight road,Level,Dry,Not Raining,Daylight,Rear End,No Control
2018-10886-15/08/2019,1,1,Driver,Male,040,Driver,Not Thrown Out,Treated at Hospital,Fitted - Worn,Motor Cars - Sedan,Full,Right Turn,1.0,2 Metropolitan,2,1,Thursday,08:30 pm,60,Cross Road,Straight road,Slope,Dry,Not Raining,Night,Right Turn,Traffic Signals
2018-10887-15/08/2019,1,1,Driver,Female,067,Driver,Not Thrown Out,Treated at Hospital,Fitted - Worn,Station Wagon,Full,Straight Ahead,2.0,3 Country,1,2,Thursday,05:30 pm,110,Not Divided,Straight road,Level,Dry,Not Raining,Daylight,Left Road - Out of Control,No Control
2018-10887-15/08/2019,1,2,Passenger,Male,070,Front Seat Left Passenger,Not Thrown Out,Treated at Hospital,Fitted - Worn,Station Wagon,Full,Straight Ahead,2.0,3 Country,1,2,Thursday,05:30 pm,110,Not Divided,Straight road,Level,Dry,Not Raining,Daylight,Left Road - Out of Control,No Control
2018-10888-15/08/2019,1,1,Driver,Female,017,Driver,Not Thrown Out,Admitted to Hospital,Fitted - Worn,Motor Cars - Sedan,Provisional 1 ,Straight Ahead,1.0,3 Country,1,1,Thursday,03:45 pm,110,Divided Road,Straight road,Level,Dry,Not Raining,Daylight,Roll Over,No Control
2018-10890-15/08/2019,1,1,Driver,Male,017,Driver,Not Thrown Out,Treated at Hospital,Fitted - Worn,Station Wagon,Provisional 1 ,Swerving,2.0,3 Country,2,1,Thursday,08:30 pm,100,Not Divided,Straight road,Level,Dry,Not Raining,Night,Hit Fixed Object,No Control
2018-10893-15/08/2019,2,1,Passenger,Female,038,Front Seat Left Passenger,Not Thrown Out,Treated at Hospital,Fitted - Worn,Motor Cars - Sedan,Full,Straight Ahead,2.0,2 Metropolitan,2,1,Friday,07:43 am,60,Cross Road,Straight road,Level,Dry,Not Raining,Daylight,Right Turn,Traffic Signals
2018-10895-15/08/2019,2,1,Rider,Female,058,Rider of Motorcycle,Thrown Out,By Private,,Scooter,Full,Stopped on Carriageway,1.0,2 Metropolitan,2,1,Friday,07:55 am,60,T-Junction,Straight road,Level,Dry,Not Raining,Daylight,Rear End,Stop Sign
2018-10897-15/08/2019,1,1,Driver,Female,020,Driver,Not Thrown Out,Treated at Hospital,Fitted - Worn,Motor Cars - Sedan,Unknown,Stopped on Carriageway,1.0,1 City,2,1,Wednesday,07:00 am,50,Not Divided,Straight road,Level,Dry,Not Raining,Daylight,Rear End,No Control
2018-10899-15/08/2019,1,1,Passenger,Female,XXX,Rear Seat Left Passenger,Not Thrown Out,Treated at Hospital,Child Restraint - Worn,Motor Cars - Sedan,Full,Straight Ahead,3.0,2 Metropolitan,3,1,Friday,08:45 am,60,T-Junction,Straight road,Level,Dry,Not Raining,Daylight,Right Turn,No Control
2018-10904-15/08/2019,1,1,Driver,Female,045,Driver,Not Thrown Out,Treated at Hospital,Fitted - Worn,Station Wagon,Full,Straight Ahead,1.0,2 Metropolitan,3,1,Friday,08:05 am,80,Not Divided,"CURVED, VIEW OPEN",Level,Dry,Not Raining,Daylight,Hit Fixed Object,No Control
2018-10905-15/08/2019,1,1,Driver,Female,023,Driver,Not Thrown Out,By Private,Fitted - Worn,Motor Cars - Sedan,Full,Stopped on Carriageway,1.0,2 Metropolitan,2,1,Thursday,05:50 pm,60,Divided Road,Straight road,Level,Dry,Not Raining,Daylight,Rear End,No Control
2018-10906-15/08/2019,1,1,Driver,Female,051,Driver,Not Thrown Out,By Private,Fitted - Worn,Motor Cars - Sedan,Full,Straight Ahead,1.0,2 Metropolitan,2,1,Thursday,06:10 pm,50,Cross Road,Straight road,Level,Dry,Not Raining,Daylight,Right Angle,Traffic Signals
2018-10912-15/08/2019,2,1,Rider,Male,XXX,,,Treated at Hospital,,Pedal Cycle,,Straight Ahead,1.0,2 Metropolitan,2,1,Friday,01:00 pm,60,Not Divided,Straight road,Level,Dry,Not Raining,Daylight,Right Angle,No Control
2018-10916-15/08/2019,1,1,Driver,Female,057,Driver,Not Thrown Out,Treated at Hospital,Fitted - Worn,Station Wagon,Full,Straight Ahead,1.0,2 Metropolitan,2,1,Friday,04:30 pm,60,Not Divided,Straight road,Slope,Dry,Not Raining,Daylight,Hit Parked Vehicle,No Control
2018-10922-15/08/2019,1,1,Driver,Male,021,Driver,Not Thrown Out,Treated at Hospital,Fitted - Worn,Motor Cars - Sedan,Full,Right Turn,1.0,2 Metropolitan,2,2,Friday,05:30 pm,60,T-Junction,Straight road,Level,Dry,Not Raining,Daylight,Right Angle,Stop Sign
2018-10922-15/08/2019,2,1,Driver,Female,047,Driver,Not Thrown Out,Treated at Hospital,Fitted - Worn,Motor Cars - Sedan,Full,Straight Ahead,1.0,2 Metropolitan,2,2,Friday,05:30 pm,60,T-Junction,Straight road,Level,Dry,Not Raining,Daylight,Right Angle,Stop Sign
2018-10923-15/08/2019,2,1,Driver,Male,095,Driver,Not Thrown Out,Treated at Hospital,Fitted - Worn,Motor Cars - Sedan,Full,U Turn,2.0,2 Metropolitan,2,2,Friday,02:05 pm,60,Not Divided,Straight road,Level,Dry,Not Raining,Daylight,Side Swipe,No Control
2018-10923-15/08/2019,2,2,Passenger,Male,093,Front Seat Left Passenger,Not Thrown Out,Treated at Hospital,Fitted - Worn,Motor Cars - Sedan,Full,U Turn,2.0,2 Metropolitan,2,2,Friday,02:05 pm,60,Not Divided,Straight road,Level,Dry,Not Raining,Daylight,Side Swipe,No Control
2018-10930-15/08/2019,1,1,Driver,Male,046,Driver,Not Thrown Out,Admitted to Hospital,Fitted - Worn,Motor Cars - Sedan,Full,Straight Ahead,1.0,3 Country,2,1,Friday,03:50 pm,110,Not Divided,"CURVED, VIEW OPEN",Bottom of Hill,Dry,Not Raining,Daylight,Head On,No Control
2018-10932-15/08/2019,1,1,Rider,Male,044,Rider of Motorcycle,Thrown Out,By Private,,Motor Cycle,Full,Swerving,1.0,1 City,2,1,Friday,04:40 pm,50,Divided Road,Straight road,Level,Dry,Not Raining,Daylight,Side Swipe,No Control
2018-10935-15/08/2019,1,1,Driver,Male,031,Driver,Not Thrown Out,Treated at Hospital,Fitted - Worn,Motor Cars - Sedan,Learners,Straight Ahead,1.0,2 Metropolitan,2,1,Friday,11:50 pm,50,T-Junction,Straight road,Level,Dry,Not Raining,Night,Hit Fixed Object,Give Way Sign
2018-10936-15/08/2019,1,1,Driver,Male,042,Driver,Not Thrown Out,Treated at Hospital,Fitted - Worn,Motor Cars - Sedan,Full,Straight Ahead,2.0,3 Country,2,2,Friday,11:20 pm,110,Not Divided,Straight road,Level,Dry,Not Raining,Night,Hit Animal,No Control
2018-10936-15/08/2019,1,2,Passenger,Female,026,Front Seat Left Passenger,Not Thrown Out,Treated at Hospital,Fitted - Worn,Motor Cars - Sedan,Full,Straight Ahead,2.0,3 Country,2,2,Friday,11:20 pm,110,Not Divided,Straight road,Level,Dry,Not Raining,Night,Hit Animal,No Control
2018-10939-15/08/2019,1,1,Rider,Male,059,Rider of Motorcycle,Thrown Out,Treated at Hospital,,Motor Cycle,Full,Straight Ahead,1.0,2 Metropolitan,2,1,Saturday,06:40 am,100,Not Divided,Straight road,Crest of Hill,Dry,Not Raining,Daylight,Hit Animal,No Control
2018-10951-15/08/2019,2,1,Driver,Male,089,Driver,Not Thrown Out,Treated at Hospital,Fitted - Worn,Motor Cars - Sedan,Full,Straight Ahead,2.0,2 Metropolitan,2,2,Saturday,03:01 pm,60,Not Divided,Straight road,Level,Dry,Not Raining,Daylight,Right Angle,No Control
2018-10951-15/08/2019,2,2,Passenger,Female,071,Front Seat Left Passenger,Not Thrown Out,Treated at Hospital,Fitted - Worn,Motor Cars - Sedan,Full,Straight Ahead,2.0,2 Metropolitan,2,2,Saturday,03:01 pm,60,Not Divided,Straight road,Level,Dry,Not Raining,Daylight,Right Angle,No Control
2018-10952-15/08/2019,2,1,Driver,Male,053,Driver,Not Thrown Out,Treated at Hospital,Fitted - Worn,Motor Vehicle - Type Unknown,Full,Right Turn,1.0,3 Country,2,1,Thursday,02:30 pm,110,T-Junction,"CURVED, VIEW OPEN",Level,Dry,Not Raining,Daylight,Right Angle,Give Way Sign
2018-10955-15/08/2019,1,1,Driver,Female,061,Driver,Not Thrown Out,By Private,Fitted - Worn,Motor Cars - Sedan,Full,Straight Ahead,1.0,2 Metropolitan,2,1,Saturday,05:45 pm,60,Cross Road,Straight road,Level,Dry,Not Raining,Daylight,Right Turn,Traffic Signals
2018-10956-15/08/2019,1,1,Driver,Female,025,Driver,Not Thrown Out,Treated at Hospital,Fitted - Worn,Motor Cars - Sedan,Full,Overtaking - on Right,3.0,3 Country,2,1,Saturday,01:50 pm,80,Not Divided,Straight road,Level,Dry,Not Raining,Daylight,Hit Fixed Object,No Control
2018-10964-15/08/2019,1,1,Passenger,Female,081,Front Seat Left Passenger,Not Thrown Out,Admitted to Hospital,Fitted - Worn,Station Wagon,Full,Straight Ahead,5.0,2 Metropolitan,2,2,Sunday,06:10 am,60,Not Divided,Straight road,Level,Dry,Not Raining,Night,Head On,No Control
2018-10964-15/08/2019,1,2,Passenger,Female,048,Rear Seat Right Passenger,Not Thrown Out,Admitted to Hospital,Fitted - Worn,Station Wagon,Full,Straight Ahead,5.0,2 Metropolitan,2,2,Sunday,06:10 am,60,Not Divided,Straight road,Level,Dry,Not Raining,Night,Head On,No Control
2018-10971-15/08/2019,1,1,Rider,Male,052,,Thrown Out,Admitted to Hospital,,Pedal Cycle,,Straight Ahead,1.0,2 Metropolitan,2,1,Sunday,08:40 am,60,Not Divided,"CURVED, VIEW OPEN",Slope,Dry,Not Raining,Daylight,Hit Animal,No Control
2018-10972-15/08/2019,2,1,Driver,Female,030,Driver,Not Thrown Out,By Private,Fitted - Worn,Motor Cars - Sedan,Full,Stopped on Carriageway,1.0,2 Metropolitan,3,1,Saturday,04:40 pm,60,Divided Road,Straight road,Level,Dry,Not Raining,Daylight,Rear End,No Control
2018-10975-15/08/2019,1,1,Rider,Male,056,Rider of Motorcycle,Thrown Out,Admitted to Hospital,,Motor Cycle,Full,Straight Ahead,2.0,2 Metropolitan,2,2,Sunday,01:10 pm,80,Not Divided,"CURVED, VIEW OPEN",Level,Dry,Not Raining,Daylight,Hit Fixed Object,No Control
2018-10975-15/08/2019,1,2,Passenger,Female,050,Passenger of Motorcycle,Thrown Out,Admitted to Hospital,,Motor Cycle,Full,Straight Ahead,2.0,2 Metropolitan,2,2,Sunday,01:10 pm,80,Not Divided,"CURVED, VIEW OPEN",Level,Dry,Not Raining,Daylight,Hit Fixed Object,No Control
2018-10976-15/08/2019,1,1,Driver,Female,038,Driver,Not Thrown Out,By Private,Fitted - Worn,Motor Cars - Sedan,Full,Stopped on Carriageway,1.0,2 Metropolitan,2,1,Sunday,07:30 am,60,Cross Road,Straight road,Level,Dry,Not Raining,Daylight,Rear End,Traffic Signals
2018-10977-15/08/2019,1,1,Driver,Male,022,Driver,Not Thrown Out,Treated at Hospital,Fitted - Worn,Motor Cars - Sedan,Provisional 2,Straight Ahead,1.0,2 Metropolitan,2,1,Saturday,09:10 pm,50,Not Divided,Straight road,Level,Dry,Not Raining,Night,Hit Fixed Object,No Control
2018-10982-15/08/2019,2,1,Rider,Male,053,Rider of Motorcycle,Thrown Out,Treated at Hospital,,Motor Cycle,Full,Straight Ahead,1.0,3 Country,2,1,Sunday,04:00 pm,80,Not Divided,Straight road,Level,Dry,Not Raining,Daylight,Right Angle,No Control
2018-10983-15/08/2019,1,1,Driver,Female,019,Driver,Not Thrown Out,By Private,Fitted - Worn,Motor Cars - Sedan,Provisional 2,Straight Ahead,1.0,2 Metropolitan,2,1,Sunday,04:45 pm,80,Divided Road,Straight road,Level,Dry,Not Raining,Daylight,Rear End,No Control
2018-10993-15/08/2019,1,1,Driver,Male,060,Driver,Not Thrown Out,Treated at Hospital,Fitted - Worn,Motor Cars - Sedan,Full,Straight Ahead,1.0,2 Metropolitan,3,1,Monday,08:27 am,80,T-Junction,Straight road,Level,Dry,Not Raining,Daylight,Right Turn,No Control
2018-10996-15/08/2019,2,1,Rider,Male,043,,Thrown Out,Treated at Hospital,,Pedal Cycle,,Straight Ahead,1.0,2 Metropolitan,2,1,Monday,08:15 am,50,T-Junction,Straight road,Level,Dry,Not Raining,Daylight,Side Swipe,No Control
2018-10999-15/08/2019,1,1,Driver,Male,050,Driver,Not Thrown Out,By Private,Fitted - Worn,Station Wagon,Full,Stopped on Carriageway,1.0,2 Metropolitan,2,1,Monday,10:00 am,50,Divided Road,Straight road,Level,Dry,Not Raining,Daylight,Rear End,No Control
2018-11001-15/08/2019,2,1,Driver,Male,048,Driver,Not Thrown Out,Treated at Hospital,Fitted - Worn,Station Wagon,Full,Straight Ahead,1.0,2 Metropolitan,3,1,Monday,07:55 am,40,Not Divided,Straight road,Level,Dry,Not Raining,Daylight,Rear End,No Control
2018-11002-15/08/2019,2,1,Driver,Female,067,Driver,Not Thrown Out,Treated at Hospital,Fitted - Worn,Motor Cars - Sedan,Full,Right Turn,1.0,2 Metropolitan,2,1,Monday,01:00 pm,60,Cross Road,Straight road,Slope,Dry,Not Raining,Daylight,Right Angle,Roundabout
2018-11008-15/08/2019,1,1,Rider,Male,078,Rider of Motorcycle,Thrown Out,Treated at Hospital,,Motor Cycle,Full,Straight Ahead,1.0,2 Metropolitan,2,1,Monday,10:45 am,60,Cross Road,Straight road,Level,Dry,Not Raining,Daylight,Right Angle,Roundabout
2018-11011-15/08/2019,1,1,Driver,Female,047,Driver,Not Thrown Out,By Private,Fitted - Worn,Station Wagon,Full,Stopped on Carriageway,1.0,2 Metropolitan,2,1,Monday,08:25 am,60,Divided Road,Straight road,Level,Dry,Not Raining,Daylight,Rear End,No Control
2018-11015-15/08/2019,1,1,Pedestrian,Female,016,,,Treated at Hospital,,Pedestrian on Road,,Crossing with Traffic Signals,,2 Metropolitan,2,1,Sunday,07:15 pm,60,Multiple,Straight road,Level,Dry,Not Raining,Daylight,Hit Pedestrian,Traffic Signals
2018-11016-15/08/2019,2,1,Passenger,Female,056,Rear Seat Left Passenger,Not Thrown Out,Treated at Hospital,Fitted - Worn,Station Wagon,Full,Straight Ahead,4.0,2 Metropolitan,2,2,Monday,03:50 pm,80,Divided Road,"CURVED, VIEW OPEN",Level,Dry,Not Raining,Daylight,Rear End,No Control
2018-11016-15/08/2019,2,2,Passenger,Male,035,Rear Seat Right Passenger,Not Thrown Out,Treated at Hospital,Fitted - Worn,Station Wagon,Full,Straight Ahead,4.0,2 Metropolitan,2,2,Monday,03:50 pm,80,Divided Road,"CURVED, VIEW OPEN",Level,Dry,Not Raining,Daylight,Rear End,No Control
2018-11025-15/08/2019,2,1,Rider,Male,020,,Thrown Out,Treated at Hospital,,Pedal Cycle,,Straight Ahead,1.0,2 Metropolitan,2,1,Monday,02:30 pm,50,Not Divided,Straight road,Level,Dry,Not Raining,Daylight,Hit Parked Vehicle,No Control
2018-11028-15/08/2019,1,1,Driver,Male,022,Driver,Not Thrown Out,Treated at Hospital,Fitted - Worn,Motor Cars - Sedan,Full,Right Turn,1.0,2 Metropolitan,2,2,Monday,08:30 pm,60,T-Junction,"CURVED, VIEW OPEN",Level,Dry,Not Raining,Night,Right Angle,Traffic Signals
2018-11028-15/08/2019,2,1,Driver,Female,052,Driver,Not Thrown Out,Treated at Hospital,Fitted - Worn,Motor Cars - Sedan,Full,Straight Ahead,1.0,2 Metropolitan,2,2,Monday,08:30 pm,60,T-Junction,"CURVED, VIEW OPEN",Level,Dry,Not Raining,Night,Right Angle,Traffic Signals
2018-11034-15/08/2019,3,1,Driver,Female,040,Driver,Not Thrown Out,By Private,Fitted - Worn,Motor Cars - Sedan,Full,Stopped on Carriageway,1.0,2 Metropolitan,5,1,Tuesday,07:50 am,60,Divided Road,Straight road,Level,Dry,Not Raining,Daylight,Rear End,No Control
2018-11035-15/08/2019,1,1,Driver,Male,025,Driver,Not Thrown Out,Treated at Hospital,Fitted - Worn,Motor Cars - Sedan,Unlicenced,Swerving,2.0,3 Country,1,2,Tuesday,06:56 am,110,Not Divided,Straight road,Level,Dry,Not Raining,Daylight,Roll Over,No Control
2018-11035-15/08/2019,1,2,Passenger,Male,024,Front Seat Left Passenger,Not Thrown Out,Treated at Hospital,Fitted - Worn,Motor Cars - Sedan,Unlicenced,Swerving,2.0,3 Country,1,2,Tuesday,06:56 am,110,Not Divided,Straight road,Level,Dry,Not Raining,Daylight,Roll Over,No Control
2018-11038-15/08/2019,1,1,Driver,Male,061,Driver,Not Thrown Out,By Private,Fitted - Worn,Motor Cars - Sedan,Full,Right Turn,1.0,3 Country,2,1,Tuesday,08:15 am,110,T-Junction,"CURVED, VIEW OPEN",Level,Dry,Not Raining,Daylight,Right Angle,Give Way Sign
2018-11039-15/08/2019,1,1,Pedestrian,Female,063,,,By Private,,Pedestrian on Road,,Crossing without Control,,2 Metropolitan,2,1,Monday,04:15 pm,60,T-Junction,Straight road,Level,Dry,Not Raining,Daylight,Hit Pedestrian,No Control
2018-11041-15/08/2019,2,1,Rider,Male,045,Rider of Motorcycle,Thrown Out,Fatal,,Motor Cycle,Full,Straight Ahead,1.0,2 Metropolitan,2,1,Tuesday,06:00 am,80,T-Junction,Straight road,Level,Dry,Not Raining,Night,Right Turn,Give Way Sign
2018-11045-15/08/2019,2,1,Driver,Female,036,Driver,Not Thrown Out,Treated at Hospital,Fitted - Worn,Station Wagon,Provisional 2,Straight Ahead,1.0,3 Country,2,1,Tuesday,12:05 pm,50,Cross Road,Straight road,Level,Dry,Not Raining,Daylight,Right Angle,Give Way Sign
2018-11047-15/08/2019,1,1,Rider,Male,050,,Thrown Out,By Private,,Pedal Cycle,,Straight Ahead,1.0,2 Metropolitan,2,1,Tuesday,08:00 am,80,Not Divided,Straight road,Level,Dry,Not Raining,Daylight,Side Swipe,No Control
2018-11049-15/08/2019,1,1,Driver,Female,078,Driver,Not Thrown Out,Treated at Hospital,Fitted - Worn,Motor Cars - Sedan,Full,Straight Ahead,2.0,2 Metropolitan,2,2,Tuesday,01:09 pm,50,Divided Road,Straight road,Level,Dry,Not Raining,Daylight,Hit Fixed Object,No Control
2018-11049-15/08/2019,1,2,Passenger,Female,085,Front Seat Left Passenger,Not Thrown Out,Treated at Hospital,Fitted - Worn,Motor Cars - Sedan,Full,Straight Ahead,2.0,2 Metropolitan,2,2,Tuesday,01:09 pm,50,Divided Road,Straight road,Level,Dry,Not Raining,Daylight,Hit Fixed Object,No Control
2018-11052-15/08/2019,2,1,Driver,Male,064,Driver,Not Thrown Out,Treated at Hospital,Fitted - Worn,Utility,Full,Left Turn,1.0,1 City,2,1,Tuesday,02:15 pm,60,T-Junction,Straight road,Level,Dry,Not Raining,Daylight,Right Angle,No Control
2018-11054-15/08/2019,1,1,Driver,Female,019,Driver,Not Thrown Out,By Private,Fitted - Worn,Motor Cars - Sedan,Provisional 2,Straight Ahead,1.0,2 Metropolitan,2,1,Tuesday,12:00 pm,60,Rail Crossing,Straight road,Level,Dry,Not Raining,Daylight,Rear End,Rail Xing-Traffic Signals
2018-11055-15/08/2019,1,1,Driver,Female,036,Driver,Not Thrown Out,Treated at Hospital,Fitted - Worn,Motor Cars - Sedan,Full,Straight Ahead,1.0,2 Metropolitan,2,1,Tuesday,01:15 pm,100,Not Divided,Straight road,Slope,Dry,Not Raining,Daylight,Hit Fixed Object,No Control
2018-11056-15/08/2019,1,1,Driver,Female,032,Driver,Not Thrown Out,Treated at Hospital,Fitted - Not Worn,Motor Cars - Sedan,Full,Straight Ahead,1.0,2 Metropolitan,2,1,Monday,08:35 pm,60,Cross Road,Straight road,Level,Dry,Not Raining,Night,Rear End,Roundabout
2018-11058-15/08/2019,1,1,Driver,Male,061,Driver,Not Thrown Out,Treated at Hospital,Fitted - Worn,Utility,Full,Straight Ahead,1.0,2 Metropolitan,2,1,Tuesday,02:45 pm,90,Divided Road,Straight road,Level,Dry,Not Raining,Daylight,Right Turn,No Control
2018-11059-15/08/2019,3,1,Driver,Male,059,Driver,Not Thrown Out,By Private,Fitted - Worn,Forward Control Passenger Van,Full,Straight Ahead,1.0,2 Metropolitan,3,1,Tuesday,04:15 pm,40,Divided Road,Straight road,Level,Dry,Not Raining,Daylight,Rear End,No Control
2018-11066-15/08/2019,1,1,Driver,Female,022,Driver,Not Thrown Out,Treated at Hospital,Fitted - Worn,Motor Cars - Sedan,Provisional 2,Left Turn,1.0,2 Metropolitan,2,1,Tuesday,05:30 pm,60,T-Junction,Straight road,Level,Dry,Not Raining,Daylight,Hit Fixed Object,No Control
